Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s)
NH3/H2+air (Xh2=0.4),407.1,1.0,1.0,54.7
NH3/H2+air (Xh2=0.4),423.0,1.0,1.0,59.3
NH3/H2+air (Xh2=0.4),426.6,1.2,1.0,57.0
NH3/H2+air (Xh2=0.4),439.2,1.2,1.0,60.9
NH3/H2+air (Xh2=0.4),449.7,0.8,1.0,43.7
NH3/H2+air (Xh2=0.4),450.0,1.0,1.0,66.9
NH3/H2+air (Xh2=0.4),463.8,1.0,1.0,71.6
NH3/H2+air (Xh2=0.4),469.8,1.2,1.0,70.7
NH3/H2+air (Xh2=0.4),473.0,0.699,1.0,35.2
NH3/H2+air (Xh2=0.4),473.0,0.796,1.0,52.4
NH3/H2+air (Xh2=0.4),473.0,0.797,1.0,48.2
NH3/H2+air (Xh2=0.4),473.0,0.894,1.0,69.2
NH3/H2+air (Xh2=0.4),473.0,0.895,1.0,60.4
NH3/H2+air (Xh2=0.4),473.0,0.994,1.0,69.3
NH3/H2+air (Xh2=0.4),473.0,1.092,1.0,68.5
NH3/H2+air (Xh2=0.4),473.0,1.093,1.0,78.2
NH3/H2+air (Xh2=0.4),473.0,1.192,1.0,69.65
NH3/H2+air (Xh2=0.4),473.0,1.288,1.0,58.5
NH3/H2+air (Xh2=0.4),473.0,1.387,1.0,52.0
NH3/H2+air (Xh2=0.4),484.5,1.2,1.0,74.6
NH3/H2+air (Xh2=0.4),495.0,1.0,1.0,80.8
NH3/H2+air (Xh2=0.4),500.4,0.8,1.0,55.1
NH3/H2+air (Xh2=0.4),504.0,1.2,1.0,78.5
NH3/H2+air (Xh2=0.4),513.0,0.8,1.0,56.9
NH3/H2+air (Xh2=0.4),521.4,1.0,1.0,89.4
NH3/H2+air (Xh2=0.4),525.6,1.2,1.0,85.7
NH3/H2+air (Xh2=0.4),537.6,1.2,1.0,89.9
NH3/H2+air (Xh2=0.4),542.1,1.0,1.0,96.4
NH3/H2+air (Xh2=0.4),542.7,1.2,1.0,91.6
NH3/H2+air (Xh2=0.4),548.4,0.8,1.0,66.2
NH3/H2+air (Xh2=0.4),557.1,0.8,1.0,69.1
NH3/H2+air (Xh2=0.4),557.1,1.0,1.0,101.0
NH3/H2+air (Xh2=0.4),566.1,1.2,1.0,99.1
NH3/H2+air (Xh2=0.4),569.1,0.8,1.0,72.2
NH3/H2+air (Xh2=0.4),575.1,1.0,1.0,106.6
NH3/H2+air (Xh2=0.4),589.2,0.8,1.0,77.0
NH3/H2+air (Xh2=0.4),592.8,1.2,1.0,108.1
NH3/H2+air (Xh2=0.4),601.2,0.8,1.0,80.7
NH3/H2+air (Xh2=0.4),604.8,1.0,1.0,115.9
NH3/H2+air (Xh2=0.4),613.2,0.8,1.0,84.4
NH3/H2+air (Xh2=0.4),621.3,1.0,1.0,121.8
NH3/H2+air (Xh2=0.4),623.1,1.2,1.0,123.6
NH3/H2+air (Xh2=0.4),626.1,0.8,1.0,88.1
NH3/H2+air (Xh2=0.4),634.2,0.8,1.0,90.7
NH3/H2+air (Xh2=0.4),642.3,1.0,1.0,129.8
NH3/H2+air (Xh2=0.4),647.7,0.8,1.0,95.5
NH3/H2+air (Xh2=0.4),650.0,0.7,1.0,80.8
NH3/H2+air (Xh2=0.4),650.0,0.799,1.0,92.4
NH3/H2+air (Xh2=0.4),650.0,0.897,1.0,117.0
NH3/H2+air (Xh2=0.4),650.0,0.996,1.0,120.9
NH3/H2+air (Xh2=0.4),650.0,1.092,1.0,123.8
NH3/H2+air (Xh2=0.4),650.0,1.191,1.0,112.5
NH3/H2+air (Xh2=0.4),652.5,0.8,1.0,97.0
NH3/H2+air (Xh2=0.4),673.8,0.8,1.0,104.7
Propane+Air,300.0,0.538,1.0,10.29
Propane+Air,300.0,0.549,1.0,7.826
Propane+Air,300.0,0.551,1.0,11.304
Propane+Air,300.0,0.554,1.0,10.435
Propane+Air,300.0,0.557,1.0,12.246
Propane+Air,300.0,0.578,1.0,13.188
Propane+Air,300.0,0.595,2.0,12.083
Propane+Air,300.0,0.597,1.0,13.224
Propane+Air,300.0,0.598,1.0,15.326
Propane+Air,300.0,0.599,1.0,13.696
Propane+Air,300.0,0.602,1.0,10.072
Propane+Air,300.0,0.629,1.0,14.783
Propane+Air,300.0,0.63,1.0,17.319
Propane+Air,300.0,0.631,1.0,16.449
Propane+Air,300.0,0.634,1.0,13.841
Propane+Air,300.0,0.65,1.0,16.957
Propane+Air,300.0,0.651,1.0,17.174
Propane+Air,300.0,0.652,1.0,16.039
Propane+Air,300.0,0.656,1.0,20.942
Propane+Air,300.0,0.67,1.0,19.928
Propane+Air,300.0,0.686,1.0,16.159
Propane+Air,300.0,0.69,1.0,20.435
Propane+Air,300.0,0.696,1.0,18.333
Propane+Air,300.0,0.697,1.0,23.514
Propane+Air,300.0,0.697,2.0,20.417
Propane+Air,300.0,0.698,1.0,23.72
Propane+Air,300.0,0.698,2.0,16.354
Propane+Air,300.0,0.699,1.0,22.464
Propane+Air,300.0,0.699,5.0,11.182
Propane+Air,300.0,0.7,1.0,21.522
Propane+Air,300.0,0.701,1.0,20.121
Propane+Air,300.0,0.702,1.0,20.0
Propane+Air,300.0,0.704,1.0,24.203
Propane+Air,300.0,0.719,1.0,24.13
Propane+Air,300.0,0.731,1.0,23.913
Propane+Air,300.0,0.734,1.0,23.478
Propane+Air,300.0,0.748,1.0,26.957
Propane+Air,300.0,0.75,1.0,25.058
Propane+Air,300.0,0.759,1.0,25.29
Propane+Air,300.0,0.77,1.0,36.884
Propane+Air,300.0,0.778,1.0,23.841
Propane+Air,300.0,0.781,1.0,27.754
Propane+Air,300.0,0.787,1.0,29.203
Propane+Air,300.0,0.796,2.0,25.208
Propane+Air,300.0,0.797,2.0,23.437
Propane+Air,300.0,0.797,3.0,21.636
Propane+Air,300.0,0.797,4.0,18.0
Propane+Air,300.0,0.797,5.0,16.588
Propane+Air,300.0,0.798,1.0,30.362
Propane+Air,300.0,0.798,5.0,16.273
Propane+Air,300.0,0.799,1.0,27.971
Propane+Air,300.0,0.799,4.0,22.211
Propane+Air,300.0,0.8,1.0,30.012
Propane+Air,300.0,0.8,5.0,16.378
Propane+Air,300.0,0.802,1.0,28.913
Propane+Air,300.0,0.803,1.0,28.696
Propane+Air,300.0,0.804,1.0,31.884
Propane+Air,300.0,0.819,1.0,30.362
Propane+Air,300.0,0.847,1.0,33.623
Propane+Air,300.0,0.848,1.0,32.899
Propane+Air,300.0,0.85,1.0,32.005
Propane+Air,300.0,0.852,1.0,35.29
Propane+Air,300.0,0.861,1.0,32.826
Propane+Air,300.0,0.865,1.0,34.058
Propane+Air,300.0,0.883,1.0,36.739
Propane+Air,300.0,0.894,1.0,35.362
Propane+Air,300.0,0.895,2.0,30.416
Propane+Air,300.0,0.897,2.0,26.875
Propane+Air,300.0,0.898,1.0,39.166
Propane+Air,300.0,0.898,3.0,26.174
Propane+Air,300.0,0.898,5.0,21.627
Propane+Air,300.0,0.899,2.0,26.146
Propane+Air,300.0,0.9,1.0,34.517
Propane+Air,300.0,0.9,3.0,24.38
Propane+Air,300.0,0.9,4.0,25.158
Propane+Air,300.0,0.9,5.0,20.84
Propane+Air,300.0,0.902,1.0,35.978
Propane+Air,300.0,0.902,4.0,23.368
Propane+Air,300.0,0.904,1.0,38.696
Propane+Air,300.0,0.922,1.0,37.174
Propane+Air,300.0,0.935,1.0,37.174
Propane+Air,300.0,0.948,1.0,39.457
Propane+Air,300.0,0.95,1.0,38.95
Propane+Air,300.0,0.952,1.0,35.87
Propane+Air,300.0,0.961,1.0,38.188
Propane+Air,300.0,0.97,1.0,38.841
Propane+Air,300.0,0.981,1.0,38.188
Propane+Air,300.0,0.983,1.0,38.116
Propane+Air,300.0,0.997,1.0,41.522
Propane+Air,300.0,0.998,1.0,42.282
Propane+Air,300.0,0.998,2.0,35.312
Propane+Air,300.0,0.998,3.0,29.288
Propane+Air,300.0,0.998,5.0,25.512
Propane+Air,300.0,0.999,2.0,30.104
Propane+Air,300.0,1.0,1.0,39.879
Propane+Air,300.0,1.0,2.0,30.0
Propane+Air,300.0,1.0,4.0,28.579
Propane+Air,300.0,1.0,5.0,23.832
Propane+Air,300.0,1.001,1.0,40.0
Propane+Air,300.0,1.002,1.0,38.768
Propane+Air,300.0,1.011,1.0,38.913
Propane+Air,300.0,1.015,1.0,38.116
Propane+Air,300.0,1.022,1.0,39.058
Propane+Air,300.0,1.024,1.0,42.319
Propane+Air,300.0,1.03,1.0,43.333
Propane+Air,300.0,1.031,1.0,43.841
Propane+Air,300.0,1.043,1.0,39.927
Propane+Air,300.0,1.044,1.0,44.783
Propane+Air,300.0,1.046,1.0,40.689
Propane+Air,300.0,1.05,1.0,40.391
Propane+Air,300.0,1.059,1.0,39.71
Propane+Air,300.0,1.091,1.0,44.928
Propane+Air,300.0,1.098,1.0,40.76
Propane+Air,300.0,1.098,2.0,33.993
Propane+Air,300.0,1.098,3.0,30.079
Propane+Air,300.0,1.098,4.0,29.158
Propane+Air,300.0,1.098,5.0,25.862
Propane+Air,300.0,1.099,2.0,33.646
Propane+Air,300.0,1.1,1.0,42.255
Propane+Air,300.0,1.101,4.0,28.105
Propane+Air,300.0,1.102,1.0,40.991
Propane+Air,300.0,1.12,1.0,38.768
Propane+Air,300.0,1.124,1.0,39.855
Propane+Air,300.0,1.143,1.0,40.725
Propane+Air,300.0,1.146,1.0,43.913
Propane+Air,300.0,1.15,1.0,39.493
Propane+Air,300.0,1.152,1.0,40.097
Propane+Air,300.0,1.159,1.0,39.493
Propane+Air,300.0,1.163,1.0,43.079
Propane+Air,300.0,1.193,1.0,43.043
Propane+Air,300.0,1.194,1.0,40.362
Propane+Air,300.0,1.197,2.0,32.24
Propane+Air,300.0,1.198,1.0,39.513
Propane+Air,300.0,1.198,5.0,24.147
Propane+Air,300.0,1.199,2.0,32.396
Propane+Air,300.0,1.2,1.0,39.251
Propane+Air,300.0,1.2,3.0,28.707
Propane+Air,300.0,1.2,5.0,24.514
Propane+Air,300.0,1.202,1.0,38.261
Propane+Air,300.0,1.202,4.0,25.053
Propane+Air,300.0,1.204,1.0,37.899
Propane+Air,300.0,1.207,1.0,38.768
Propane+Air,300.0,1.227,1.0,36.667
Propane+Air,300.0,1.244,1.0,39.457
Propane+Air,300.0,1.25,1.0,36.666
Propane+Air,300.0,1.252,1.0,37.066
Propane+Air,300.0,1.254,1.0,32.609
Propane+Air,300.0,1.261,1.0,36.884
Propane+Air,300.0,1.267,1.0,38.261
Propane+Air,300.0,1.276,1.0,35.072
Propane+Air,300.0,1.293,1.0,33.696
Propane+Air,300.0,1.297,2.0,26.979
Propane+Air,300.0,1.298,1.0,35.821
Propane+Air,300.0,1.298,3.0,20.158
Propane+Air,300.0,1.298,5.0,19.108
Propane+Air,300.0,1.299,2.0,24.844
Propane+Air,300.0,1.3,1.0,33.073
Propane+Air,300.0,1.3,4.0,22.211
Propane+Air,300.0,1.301,1.0,30.918
Propane+Air,300.0,1.301,2.0,25.729
Propane+Air,300.0,1.301,3.0,22.586
Propane+Air,300.0,1.301,5.0,21.942
Propane+Air,300.0,1.302,1.0,36.848
Propane+Air,300.0,1.303,1.0,34.565
Propane+Air,300.0,1.324,1.0,29.71
Propane+Air,300.0,1.344,1.0,28.333
Propane+Air,300.0,1.348,1.0,28.116
Propane+Air,300.0,1.35,1.0,31.432
Propane+Air,300.0,1.352,1.0,28.623
Propane+Air,300.0,1.367,1.0,36.594
Propane+Air,300.0,1.369,1.0,26.884
Propane+Air,300.0,1.383,1.0,27.174
Propane+Air,300.0,1.384,1.0,23.116
Propane+Air,300.0,1.385,1.0,30.797
Propane+Air,300.0,1.398,1.0,28.261
Propane+Air,300.0,1.399,2.0,19.636
Propane+Air,300.0,1.4,1.0,25.663
Propane+Air,300.0,1.401,1.0,26.667
Propane+Air,300.0,1.401,2.0,18.958
Propane+Air,300.0,1.401,3.0,16.148
Propane+Air,300.0,1.401,4.0,12.211
Propane+Air,300.0,1.401,5.0,14.173
Propane+Air,300.0,1.402,1.0,27.488
Propane+Air,300.0,1.403,1.0,24.783
Propane+Air,300.0,1.448,1.0,19.855
Propane+Air,300.0,1.45,1.0,20.024
Propane+Air,300.0,1.452,1.0,26.051
Propane+Air,300.0,1.496,1.0,16.594
Propane+Air,300.0,1.5,1.0,18.391
Propane+Air,300.0,1.501,1.0,18.913
Propane+Air,300.0,1.502,1.0,14.13
Propane+Air,300.0,1.503,1.0,16.232
Propane+Air,300.0,1.548,1.0,12.899
Propane+Air,300.0,1.55,1.0,16.981
Propane+Air,300.0,1.579,1.0,19.493
Propane+Air,300.0,1.581,1.0,12.899
Propane+Air,300.0,1.597,1.0,11.957
Propane+Air,300.0,1.599,1.0,9.928
Propane+Air,300.0,1.6,1.0,15.157
Propane+Air,300.0,1.601,1.0,12.609
Propane+Air,300.0,1.603,1.0,12.029
Propane+Air,300.0,1.619,1.0,12.391
Propane+Air,300.0,1.652,1.0,17.174
Propane+Air,300.0,1.653,1.0,7.174
Propane+Air,300.0,1.7,1.0,11.087
Propane+Air,300.0,1.749,1.0,8.913
Propane+Air,300.0,1.751,1.0,9.42
Propane+Air,300.0,1.798,1.0,5.797
Propane+Air,300.0,1.8,1.0,17.536
Propane+Air,300.0,1.801,1.0,8.261
Propane+Air,300.0,1.898,1.0,4.71
Propane+Air,300.0,2.001,1.0,9.384
Propane+Air,370.0,0.6,1.0,23.254
Propane+Air,370.0,0.695,1.0,31.866
Propane+Air,370.0,0.748,1.0,35.742
Propane+Air,370.0,0.798,1.0,42.632
Propane+Air,370.0,0.799,1.0,39.617
Propane+Air,370.0,0.806,1.0,47.799
Propane+Air,370.0,0.899,1.0,48.014
Propane+Air,370.0,0.998,1.0,53.828
Propane+Air,370.0,1.006,1.0,63.301
Propane+Air,370.0,1.049,1.0,52.105
Propane+Air,370.0,1.099,1.0,59.856
Propane+Air,370.0,1.101,1.0,51.244
Propane+Air,370.0,1.2,1.0,52.966
Propane+Air,370.0,1.207,1.0,60.718
Propane+Air,370.0,1.299,1.0,43.924
Propane+Air,370.0,1.308,1.0,35.742
Propane+Air,370.0,1.401,1.0,35.957
Propane+Air,370.0,1.403,1.0,49.522
Propane+Air,370.0,1.5,1.0,33.158
Propane+Air,370.0,1.505,1.0,17.225
Propane+Air,370.0,1.6,1.0,19.809
Propane+Air,370.0,1.606,1.0,37.895
Propane+Air,500.0,0.6,1.0,41.77
Propane+Air,500.0,0.697,1.0,66.746
Propane+Air,500.0,0.711,1.0,58.134
Propane+Air,500.0,0.797,1.0,74.928
Propane+Air,500.0,0.899,1.0,87.416
Propane+Air,500.0,0.907,1.0,87.416
Propane+Air,500.0,0.998,1.0,95.598
Propane+Air,500.0,1.008,1.0,93.445
Propane+Air,500.0,1.09,1.0,95.598
Propane+Air,500.0,1.099,1.0,97.321
Propane+Air,500.0,1.198,1.0,91.292
Propane+Air,500.0,1.2,1.0,89.139
Propane+Air,500.0,1.296,1.0,82.679
Propane+Air,500.0,1.3,1.0,82.249
Propane+Air,650.0,0.609,1.0,91.292
Propane+Air,650.0,0.696,1.0,113.254
Propane+Air,650.0,0.697,1.0,114.115
Propane+Air,650.0,0.795,1.0,133.493
Propane+Air,650.0,0.797,1.0,124.019
Propane+Air,650.0,0.894,1.0,148.995
Propane+Air,650.0,0.899,1.0,136.077
Propane+Air,650.0,0.991,1.0,158.9
Propane+Air,650.0,0.998,1.0,147.703
Propane+Air,650.0,1.099,1.0,150.287
Propane+Air,650.0,1.105,1.0,163.206
Propane+Air,650.0,1.179,1.0,162.344
Propane+Air,650.0,1.2,1.0,142.105
Propane+Air,650.0,1.29,1.0,151.579
Propane+Air,650.0,1.3,1.0,133.493
Syngas,300.0,0.697,1.0,19.161
Syngas,300.0,0.699,1.0,16.342
Syngas,300.0,0.701,1.0,15.285
Syngas,300.0,0.749,1.0,19.513
Syngas,300.0,0.797,1.0,28.205
Syngas,300.0,0.798,1.0,25.621
Syngas,300.0,0.799,1.0,24.446
Syngas,300.0,0.8,1.0,25.092
Syngas,300.0,0.849,1.0,27.735
Syngas,300.0,0.9,1.0,31.141
Syngas,300.0,0.901,1.0,32.081
Syngas,300.0,0.902,1.0,35.134
Syngas,300.0,0.949,1.0,34.195
Syngas,300.0,0.998,1.0,36.602
Syngas,300.0,1.0,1.0,35.839
Syngas,300.0,1.049,1.0,37.483
Syngas,300.0,1.098,1.0,37.601
Syngas,300.0,1.1,1.0,38.834
Syngas,300.0,1.102,1.0,37.366
Syngas,300.0,1.104,1.0,37.483
Syngas,300.0,1.149,1.0,37.483
Syngas,300.0,1.2,1.0,34.4
Syngas,300.0,1.202,1.0,33.901
Syngas,300.0,1.251,1.0,33.255
Syngas,300.0,1.301,1.0,26.835
Syngas,300.0,1.303,1.0,24.877
Syngas,300.0,1.349,1.0,24.916
Syngas,300.0,1.403,1.0,20.688
Syngas,491.1,0.773,1.0,163.7
Syngas,495.0,0.843,1.0,165.0
Syngas,496.5,0.816,1.0,165.5
Syngas,499.5,0.862,1.0,166.5
Syngas,507.3,0.822,1.0,169.1
Syngas,507.6,0.911,1.0,169.2
Syngas,517.5,0.932,1.0,172.5
Syngas,518.4,0.782,1.0,172.8
Syngas,519.6,0.776,1.0,173.2
Syngas,522.9,0.871,1.0,174.3
Syngas,528.6,0.984,1.0,176.2
Syngas,532.2,0.816,1.0,177.4
Syngas,533.4,1.055,1.0,177.8
Syngas,534.9,0.95,1.0,178.3
Syngas,537.6,1.079,1.0,179.2
Syngas,543.3,1.101,1.0,181.1
Syngas,548.4,0.898,1.0,182.8
Syngas,548.4,1.125,1.0,182.8
Syngas,551.1,1.07,1.0,183.7
Syngas,554.1,1.165,1.0,184.7
Syngas,554.4,1.042,1.0,184.8
Syngas,559.5,0.972,1.0,186.5
Syngas,561.0,1.186,1.0,187.0
Syngas,564.9,1.143,1.0,188.3
Syngas,564.9,1.208,1.0,188.3
Syngas,570.0,1.14,1.0,190.0
Syngas,572.1,1.015,1.0,190.7
Syngas,573.9,1.238,1.0,191.3
Syngas,578.4,1.202,1.0,192.8
Syngas,581.1,1.3,1.0,193.7
Syngas,581.4,1.076,1.0,193.8
Syngas,582.9,1.26,1.0,194.3
Syngas,587.1,1.079,1.0,195.7
Syngas,587.1,1.358,1.0,195.7
Syngas,589.2,1.306,1.0,196.4
Syngas,595.8,1.134,1.0,198.6
Syngas,596.4,1.352,1.0,198.8
Syngas,601.2,1.189,1.0,200.4
Syngas,603.9,1.401,1.0,201.3
Syngas,605.7,1.238,1.0,201.9
Syngas,605.7,1.324,1.0,201.9
Syngas,607.5,1.217,1.0,202.5
Syngas,615.9,1.312,1.0,205.3
Syngas,616.8,1.435,1.0,205.6
Syngas,624.0,1.502,1.0,208.0
Syngas,624.6,1.312,1.0,208.2
Syngas-air,106.53,1.0,5.0,30.23
Syngas-air,151.17,1.0,3.0,39.27
Syngas-air,172.89,1.0,5.0,34.95
Syngas-air,223.71,1.0,3.0,45.18
Syngas-air,231.57,1.0,5.0,39.2
Syngas-air,280.74,1.0,3.0,53.25
Syngas-air,297.99,1.0,5.0,41.05
Syngas-air,300.0,0.698,1.0,18.116
Syngas-air,300.0,0.699,1.0,14.016
Syngas-air,300.0,0.701,1.0,12.124
Syngas-air,300.0,0.702,5.0,6.159
Syngas-air,300.0,0.795,1.0,25.023
Syngas-air,300.0,0.796,1.0,26.633
Syngas-air,300.0,0.799,5.0,11.379
Syngas-air,300.0,0.802,5.0,10.767
Syngas-air,300.0,0.893,1.0,32.62
Syngas-air,300.0,0.894,1.0,33.08
Syngas-air,300.0,0.895,5.0,17.137
Syngas-air,300.0,0.897,2.0,17.315
Syngas-air,300.0,0.898,5.0,14.837
Syngas-air,300.0,0.899,5.0,6.701
Syngas-air,300.0,0.9,0.986,16.076
Syngas-air,300.0,0.9,2.0,11.599
Syngas-air,300.0,0.9,2.74,12.564
Syngas-air,300.0,0.9,3.0,13.854
Syngas-air,300.0,0.9,3.719,9.84
Syngas-air,300.0,0.9,5.009,7.931
Syngas-air,300.0,0.902,2.0,19.37
Syngas-air,300.0,0.902,1.0,21.331
Syngas-air,300.0,0.902,3.0,16.218
Syngas-air,300.0,0.902,3.0,8.844
Syngas-air,300.0,0.903,5.0,10.505
Syngas-air,300.0,0.905,1.0,24.538
Syngas-air,300.0,0.905,5.0,12.059
Syngas-air,300.0,0.907,1.0,15.578
Syngas-air,300.0,0.992,1.0,35.925
Syngas-air,300.0,0.996,5.0,18.448
Syngas-air,300.0,0.997,5.0,19.138
Syngas-air,300.0,0.999,1.0,23.986
Syngas-air,300.0,1.0,2.0,19.41
Syngas-air,300.0,1.0,1.0,18.57
Syngas-air,300.0,1.0,2.72,14.42
Syngas-air,300.0,1.0,3.0,15.615
Syngas-air,300.0,1.0,3.74,11.89
Syngas-air,300.0,1.0,5.0,10.507
Syngas-air,300.0,1.001,1.0,36.156
Syngas-air,300.0,1.002,2.0,13.832
Syngas-air,300.0,1.004,5.0,11.436
Syngas-air,300.0,1.004,1.0,27.311
Syngas-air,300.0,1.004,2.0,22.395
Syngas-air,300.0,1.005,3.0,10.975
Syngas-air,300.0,1.006,1.0,17.811
Syngas-air,300.0,1.007,3.0,18.613
Syngas-air,300.0,1.093,1.0,25.637
Syngas-air,300.0,1.094,1.0,39.0
Syngas-air,300.0,1.095,5.0,17.92
Syngas-air,300.0,1.096,1.0,35.857
Syngas-air,300.0,1.097,2.0,20.725
Syngas-air,300.0,1.1,3.0,17.041
Syngas-air,300.0,1.1,5.0,9.229
Syngas-air,300.0,1.101,5.0,13.358
Syngas-air,300.0,1.104,3.0,11.984
Syngas-air,300.0,1.104,1.0,29.958
Syngas-air,300.0,1.104,2.0,24.538
Syngas-air,300.0,1.106,1.0,20.453
Syngas-air,300.0,1.107,3.0,20.63
Syngas-air,300.0,1.107,5.0,16.092
Syngas-air,300.0,1.108,2.0,15.657
Syngas-air,300.0,1.192,1.0,35.252
Syngas-air,300.0,1.196,5.0,16.549
Syngas-air,300.0,1.197,1.0,30.807
Syngas-air,300.0,1.202,5.0,16.166
Syngas-air,300.0,1.244,2.0,21.246
Syngas-air,300.0,1.245,5.0,13.099
Syngas-air,300.0,1.247,1.0,27.608
Syngas-air,300.0,1.248,3.0,17.674
Syngas-air,300.0,1.25,1.01,22.25
Syngas-air,300.0,1.25,2.74,16.69
Syngas-air,300.0,1.25,3.74,14.01
Syngas-air,300.0,1.25,5.0,8.834
Syngas-air,300.0,1.254,1.0,32.479
Syngas-air,300.0,1.254,2.0,26.933
Syngas-air,300.0,1.254,3.0,22.773
Syngas-air,300.0,1.254,5.0,17.857
Syngas-air,300.0,1.255,2.0,16.253
Syngas-air,300.0,1.256,1.0,21.457
Syngas-air,300.0,1.257,3.0,13.089
Syngas-air,300.0,1.297,1.0,26.446
Syngas-air,300.0,1.3,1.0,25.296
Syngas-air,300.0,1.301,5.0,10.694
Syngas-air,300.0,1.391,1.0,28.688
Syngas-air,300.0,1.392,2.0,22.103
Syngas-air,300.0,1.395,3.0,17.861
Syngas-air,300.0,1.399,5.0,13.73
Syngas-air,300.0,1.4,3.0,23.403
Syngas-air,300.0,1.4,5.0,12.207
Syngas-air,300.0,1.403,1.0,33.74
Syngas-air,300.0,1.403,2.0,27.059
Syngas-air,300.0,1.405,2.0,15.725
Syngas-air,300.0,1.409,1.0,20.929
Syngas-air,300.0,1.409,5.0,7.358
Syngas-air,300.0,1.41,3.0,11.541
Syngas-air,308.73,1.0,5.0,45.34
Syngas-air,341.22,1.0,5.0,44.12
Syngas-air,344.07,1.0,3.0,56.3
Syngas-air,357.93,1.0,3.0,58.92
Syngas-air,359.73,1.0,5.0,45.78
Syngas-air,379.77,1.0,5.0,48.39
Syngas-air,391.92,1.0,3.0,59.37
Syngas-air,408.84,1.0,3.0,63.65
Syngas-air,415.26,1.0,5.0,51.46
Syngas-air,429.15,1.0,5.0,53.36
Syngas-air,430.44,1.0,3.0,65.78
Syngas-air,449.25,1.0,5.0,53.11
Syngas-air,450.0,0.896,5.0,24.372
Syngas-air,450.0,0.898,2.0,36.72
Syngas-air,450.0,0.898,3.0,30.353
Syngas-air,450.0,0.9,1.0,47.138
Syngas-air,450.0,0.996,2.0,41.178
Syngas-air,450.0,0.996,3.0,34.812
Syngas-air,450.0,0.996,5.0,27.48
Syngas-air,450.0,0.999,1.0,50.439
Syngas-air,450.0,1.095,2.0,45.444
Syngas-air,450.0,1.099,1.0,57.02
Syngas-air,450.0,1.099,3.0,37.342
Syngas-air,450.0,1.099,5.0,30.203
Syngas-air,450.0,1.245,5.0,29.656
Syngas-air,450.0,1.247,3.0,40.46
Syngas-air,450.0,1.249,1.0,58.982
Syngas-air,450.0,1.251,2.0,47.021
Syngas-air,450.0,1.397,2.0,49.367
Syngas-air,450.0,1.397,3.0,39.528
Syngas-air,450.0,1.399,1.0,59.978
Syngas-air,450.0,1.399,5.0,28.917
Syngas-air,464.4,1.0,3.0,67.9
Syngas-air,470.82,1.0,5.0,56.43
Syngas-air,479.82,1.0,3.0,70.28
Syngas-air,483.3,1.0,2.0,49.7
Syngas-air,490.95,1.0,5.0,54.98
Syngas-air,498.39,1.0,3.0,69.31
Syngas-air,503.7,1.0,2.0,54.5
Syngas-air,509.46,1.0,5.0,57.59
Syngas-air,519.0,1.0,2.0,64.4
Syngas-air,521.49,1.0,3.0,73.35
Syngas-air,522.9,1.0,1.0,76.4
Syngas-air,531.6,1.0,1.0,78.7
Syngas-air,539.1,1.0,2.0,67.6
Syngas-air,543.0,1.0,2.0,71.6
Syngas-air,543.09,1.0,3.0,75.24
Syngas-air,543.39,1.0,5.0,61.38
Syngas-air,555.0,1.0,1.0,89.5
Syngas-air,559.2,1.0,2.0,75.2
Syngas-air,560.13,1.0,3.0,74.51
Syngas-air,564.9,1.0,2.0,81.5
Syngas-air,567.0,1.0,2.0,78.7
Syngas-air,568.2,1.0,1.0,98.6
Syngas-air,575.1,1.0,2.0,80.7
Syngas-air,579.6,1.0,2.0,83.9
Syngas-air,582.0,1.0,1.0,104.2
Syngas-air,584.7,1.0,2.0,81.5
Syngas-air,590.1,1.0,1.0,104.2
Syngas-air,592.8,1.0,2.0,92.3
Syngas-air,594.6,1.0,1.0,110.6
Syngas-air,596.4,1.0,2.0,91.1
Syngas-air,603.6,1.0,2.0,90.3
Syngas-air,606.9,1.0,1.0,112.6
Syngas-air,607.8,1.0,2.0,93.5
Syngas-air,612.6,1.0,1.0,118.6
Syngas-air,616.5,1.0,1.0,119.3
Syngas-air,619.2,1.0,1.0,121.7
Syngas-air,622.5,1.0,1.0,124.1
Syngas-air,629.7,1.0,1.0,126.5
Syngas-air,637.5,1.0,1.0,131.7
Syngas-air,650.0,0.894,2.0,101.665
Syngas-air,650.0,0.896,5.0,67.19
Syngas-air,650.0,0.903,3.0,87.787
Syngas-air,650.0,0.904,1.0,126.886
Syngas-air,650.0,0.999,2.0,115.911
Syngas-air,650.0,1.001,5.0,82.276
Syngas-air,650.0,1.001,3.0,99.934
Syngas-air,650.0,1.006,1.0,139.451
Syngas-air,650.0,1.099,5.0,88.116
Syngas-air,650.0,1.103,3.0,111.658
Syngas-air,650.0,1.104,2.0,128.474
Syngas-air,650.0,1.106,1.0,152.437
Syngas-air,650.0,1.25,1.0,167.505
Syngas-air,650.0,1.251,3.0,122.52
Syngas-air,650.0,1.253,5.0,101.077
Syngas-air,650.0,1.254,2.0,141.437
Syngas-air,650.0,1.399,5.0,94.703
Syngas-air,650.0,1.399,2.0,139.688
Syngas-air,650.0,1.4,1.0,171.219
Syngas-air,650.0,1.401,3.0,123.711
Syngas/CO2/N2-air,300.0,0.7,1.0,10.0
Syngas/CO2/N2-air,300.0,0.8,1.0,20.75
